"Drumlish, Longford",53.82059,-7.768414
"Drumshanmbo, Leitrim",54.0478,-8.040024
"Dublin Airport, Dublin",53.426448,-6.24991
"Duleek, Meath",53.65475,-6.422175
"Dun Fionnachaid, Donegal",55.18333,-7.96667
"Dun Laoghaire, Dublin",53.294396,-6.133867
"Dunboyne, Meath",53.419268,-6.475886
"Duncannon, Wexford",52.220612,-6.932561
"Dundalk, Louth",53.997945,-6.405957
"Dundrum, Dublin",53.293176,-6.246175
"Dungarvan, Waterford",52.093676,-7.620363
"Dunlavin, Wicklow",53.057876,-6.70164
"Dunleer, Louth",53.831053,-6.394456
"Dunmanway, Cork West",51.722257,-9.111809
"Dunmore East, Waterford",52.152767,-6.994804
"Dunmore, Galway",53.618016,-8.744146
"Dunshaughlin, Meath",53.513523,-6.540252
"Durrow, Laois",52.845268,-7.396524
"Durrus, Cork West",51.621711,-9.521993
"Edenderry, Offaly",53.343284,-7.050583
"Edgeworthstown, Longford",53.7675,-7.448
"Elphin, Roscommon",53.85227,-8.197849
"Emly, Tipperary",52.463918,-8.351292
"Emyvale, Monaghan",54.340991,-6.959261
"Enfield, Meath",53.414203,-6.829654
"Ennis, Clare",52.847426,-8.988738
"Enniscorthy, Wexford",52.503114,-6.572772
"Enniscrone, Sligo",54.213682,-9.090835
